threadid,tweetid,event,support,evidentiality,certainty,responsetype-vs-source,responsetype-vs-previous
553152395371630592,553178733059002368,charliehebdo,,,,comment,
553152395371630592,553179390176419842,charliehebdo,,,,comment,
553152395371630592,553195530273456128,charliehebdo,,,,comment,
553152395371630592,553211957302816768,charliehebdo,,,,comment,
553152395371630592,553226339743186944,charliehebdo,,,,comment,
553505242554175489,553505379079159808,charliehebdo,,,,comment,
553505242554175489,553506555250106368,charliehebdo,,,,comment,
553505242554175489,553506956686532608,charliehebdo,,,,comment,
553505242554175489,553507669831876608,charliehebdo,,,,comment,
553505242554175489,553508940634673152,charliehebdo,,,,comment,
553505242554175489,553509339701727233,charliehebdo,,,,comment,
553505242554175489,553513937246097408,charliehebdo,,,,comment,
553505242554175489,553516610275655680,charliehebdo,,,,comment,
553505242554175489,553620764516429825,charliehebdo,,,,comment,
553505242554175489,553689869810409473,charliehebdo,,,,comment,
553505242554175489,553693040649334785,charliehebdo,,,,comment,
553505242554175489,553824308959928320,charliehebdo,,,,comment,
553474188259102720,553475360936165376,charliehebdo,,,,comment,
553474188259102720,553478423411441664,charliehebdo,,,,comment,
553474188259102720,553479692133470209,charliehebdo,,,,comment,
553474188259102720,553482152743288833,charliehebdo,,,,comment,
553474188259102720,553488128364007424,charliehebdo,,,,comment,
553474188259102720,553506819294121985,charliehebdo,,,,comment,
553474188259102720,553508132459393024,charliehebdo,,,,comment,
529540733020405760,529541029910044672,prince-toronto,,,,comment,
529720273285566464,529720542925176832,prince-toronto,,,,comment,
529720273285566464,529721182468444160,prince-toronto,,,,comment,
529720273285566464,529722000076718082,prince-toronto,,,,comment,
529720273285566464,529722617318899712,prince-toronto,,,,comment,
529720273285566464,529723713701543938,prince-toronto,,,,comment,
529695367680761856,529695587390980097,prince-toronto,,,,comment,
529695367680761856,529696091638620160,prince-toronto,,,,comment,
529695367680761856,529696619244306432,prince-toronto,,,,comment,
529695367680761856,529701086815592449,prince-toronto,,,,comment,
529654186791944192,529654334456598529,prince-toronto,,,,comment,
529654186791944192,529654399455727617,prince-toronto,,,,comment,
529654186791944192,529655164828139522,prince-toronto,,,,comment,
529654186791944192,529655944066912257,prince-toronto,,,,comment,
529654186791944192,529658952519540736,prince-toronto,,,,comment,
529654186791944192,529680436121702400,prince-toronto,,,,comment,
529654186791944192,529680820324560897,prince-toronto,,,,comment,
529695483661664257,529701933301653505,prince-toronto,,,,comment,
529695483661664257,529708506111549440,prince-toronto,,,,comment,
529653029747064832,529697018575585280,prince-toronto,,,,comment,
500327106824245249,500327239419195392,ferguson,,,,comment,
500327106824245249,500327704399331331,ferguson,,,,comment,
500327106824245249,500328018087514112,ferguson,,,,comment,
500327106824245249,500328023129075712,ferguson,,,,comment,
500327106824245249,500328058621280256,ferguson,,,,comment,
500327106824245249,500332729008160768,ferguson,,,,comment,
500327106824245249,500338745359753216,ferguson,,,,comment,
500354773133299713,500354972366942210,ferguson,,,,comment,
500354773133299713,500355119183982595,ferguson,,,,comment,
500354773133299713,500355125517361153,ferguson,,,,comment,
500354773133299713,500355126666600448,ferguson,,,,comment,
500354773133299713,500355191645171712,ferguson,,,,comment,
500354773133299713,500355274352234496,ferguson,,,,comment,
500354773133299713,500356143739576320,ferguson,,,,comment,
500354773133299713,500356419921510400,ferguson,,,,comment,
500354773133299713,500356749342560256,ferguson,,,,comment,
500354773133299713,500356990917681152,ferguson,,,,comment,
500354773133299713,500357119804444673,ferguson,,,,comment,
500354773133299713,500357475762466816,ferguson,,,,comment,
500354773133299713,500358331073318912,ferguson,,,,comment,
500354773133299713,500363247355457536,ferguson,,,,comment,
500354773133299713,500365775128248320,ferguson,,,,comment,
500354773133299713,500367331424751616,ferguson,,,,comment,
500354773133299713,500382451324440576,ferguson,,,,comment,
500354773133299713,500386459468439552,ferguson,,,,comment,
500391222075076610,500392059832770560,ferguson,,,,comment,
500391222075076610,500392192167645184,ferguson,,,,comment,
500391222075076610,500401233212227585,ferguson,,,,comment,
500391222075076610,500417601109889024,ferguson,,,,comment,
500391222075076610,500429451323523073,ferguson,,,,comment,
500391222075076610,500429697587871745,ferguson,,,,comment,
500391222075076610,500727265412386816,ferguson,,,,comment,
499456140044824576,499456558125023233,ferguson,,,,comment,
499456140044824576,499456892595613696,ferguson,,,,comment,
499456140044824576,499458379555684353,ferguson,,,,comment,
499456140044824576,499462325544304640,ferguson,,,,comment,
499456140044824576,499462679736496130,ferguson,,,,comment,
499456140044824576,499555936969957376,ferguson,,,,comment,
500363740311982081,500363997779361792,ferguson,,,,comment,
500363740311982081,500364600668602369,ferguson,,,,comment,
500363740311982081,500364933864103937,ferguson,,,,comment,
500363740311982081,500364949215256577,ferguson,,,,comment,
500363740311982081,500365432902393859,ferguson,,,,comment,
500363740311982081,500365784757968898,ferguson,,,,comment,
500363740311982081,500366118234882048,ferguson,,,,comment,
500363740311982081,500368731764424704,ferguson,,,,comment,
500363740311982081,500369014195896320,ferguson,,,,comment,
500363740311982081,500370900513202176,ferguson,,,,comment,
500363740311982081,500387022318874624,ferguson,,,,comment,
500363740311982081,500391119566282753,ferguson,,,,comment,
500363740311982081,500396711127154688,ferguson,,,,comment,
498430783699554305,498432131669192704,ferguson,,,,comment,
498430783699554305,498433698149056513,ferguson,,,,comment,
498430783699554305,498440508256292864,ferguson,,,,comment,
498430783699554305,498451864112074752,ferguson,,,,comment,
498430783699554305,498452989930401792,ferguson,,,,comment,
498430783699554305,498453364045529088,ferguson,,,,comment,
498430783699554305,498453873124970496,ferguson,,,,comment,
499366666300846081,499368327530414080,ferguson,,,,comment,
499366666300846081,499369079288123392,ferguson,,,,comment,
499366666300846081,499369499662245888,ferguson,,,,comment,
499366666300846081,499371059385098240,ferguson,,,,comment,
499366666300846081,499373428592611328,ferguson,,,,comment,
499366666300846081,499374160121184257,ferguson,,,,comment,
499366666300846081,499378276671176704,ferguson,,,,comment,
499366666300846081,499435388508073984,ferguson,,,,comment,
499366666300846081,499447049440743424,ferguson,,,,comment,
499366666300846081,499628894714986497,ferguson,,,,comment,
499366666300846081,499918462295490560,ferguson,,,,comment,
500294803402137600,500295400696586240,ferguson,,,,comment,
500294803402137600,500295446578085889,ferguson,,,,comment,
500294803402137600,500295655458230272,ferguson,,,,comment,
500294803402137600,500295853186510848,ferguson,,,,comment,
500294803402137600,500297035879563265,ferguson,,,,comment,
500294803402137600,500297358966808576,ferguson,,,,comment,
500294803402137600,500298399095074816,ferguson,,,,comment,
500294803402137600,500298524953939969,ferguson,,,,comment,
500294803402137600,500299469372420098,ferguson,,,,comment,
500294803402137600,500299799267389440,ferguson,,,,comment,
500377906305327104,500379240299122690,ferguson,,,,comment,
500377906305327104,500379811974774784,ferguson,,,,comment,
500377906305327104,500393198603489280,ferguson,,,,comment,
500377906305327104,500402817065320448,ferguson,,,,comment,
500377906305327104,500419588199571456,ferguson,,,,comment,
500377906305327104,500463618480037889,ferguson,,,,comment,
500377906305327104,500544598268063744,ferguson,,,,comment,
500290456845299714,500291870736412672,ferguson,,,,comment,
500290456845299714,500293253510754304,ferguson,,,,comment,
500290456845299714,500293362055151616,ferguson,,,,comment,
500290456845299714,500294975481843712,ferguson,,,,comment,
500290456845299714,500297571856678912,ferguson,,,,comment,
500290456845299714,500297800354377730,ferguson,,,,comment,
500290456845299714,500297879831838720,ferguson,,,,comment,
500290456845299714,500298114675539968,ferguson,,,,comment,
500290456845299714,500299687090335744,ferguson,,,,comment,
500290456845299714,500303314106720256,ferguson,,,,comment,
500290456845299714,500305543802519553,ferguson,,,,comment,
500280422295937024,500281136439103489,ferguson,,,,comment,
500280422295937024,500281906320404480,ferguson,,,,comment,
500280422295937024,500282657037496320,ferguson,,,,comment,
500280422295937024,500283535769759744,ferguson,,,,comment,
500280422295937024,500283944089423872,ferguson,,,,comment,
500280422295937024,500284024162488321,ferguson,,,,comment,
500280422295937024,500289950735400961,ferguson,,,,comment,
500279160795721728,500279534420525056,ferguson,,,,comment,
500279160795721728,500294985376608256,ferguson,,,,comment,
500279160795721728,500299354499198976,ferguson,,,,comment,
500279160795721728,500306362090680320,ferguson,,,,comment,
500279160795721728,500308563269783552,ferguson,,,,comment,
500279160795721728,500309759367856129,ferguson,,,,comment,
500279160795721728,500311553183588352,ferguson,,,,comment,
500279160795721728,500325414917505024,ferguson,,,,comment,
581386094337474560,581573165492523008,germanwings-crash,,,,comment,
581386094337474560,581573267829342208,germanwings-crash,,,,comment,
581386094337474560,582048059606994944,germanwings-crash,,,,comment,
581386094337474560,582205500709867520,germanwings-crash,,,,comment,
580324027715063808,580327894674579456,germanwings-crash,,,,comment,
580324027715063808,580333435287265280,germanwings-crash,,,,comment,
580324027715063808,580344945610870785,germanwings-crash,,,,comment,
580325090367315968,580325493603471361,germanwings-crash,,,,comment,
580325090367315968,580325766946230272,germanwings-crash,,,,comment,
581063377226637312,581063835194392576,germanwings-crash,,,,comment,
580326222107951104,580327755121868800,germanwings-crash,,,,comment,
580326222107951104,580327842183032832,germanwings-crash,,,,comment,
580326222107951104,580356158457774080,germanwings-crash,,,,comment,
580326222107951104,580480344173993984,germanwings-crash,,,,comment,
580326222107951104,580732521551396864,germanwings-crash,,,,comment,
580326222107951104,581098345227227136,germanwings-crash,,,,comment,
580326222107951104,583361250639269888,germanwings-crash,,,,comment,
580319184652890113,580319482687680512,germanwings-crash,,,,comment,
580319184652890113,580320265030123520,germanwings-crash,,,,comment,
580339825649291264,580340111981867010,germanwings-crash,,,,comment,
580339825649291264,580340609958858753,germanwings-crash,,,,comment,
580339825649291264,580341606827474946,germanwings-crash,,,,comment,
580339825649291264,580341810729369600,germanwings-crash,,,,comment,
580339825649291264,580343629593620480,germanwings-crash,,,,comment,
580339825649291264,580346192367878144,germanwings-crash,,,,comment,
580339825649291264,580376517492023296,germanwings-crash,,,,comment,
580339825649291264,580417959929212928,germanwings-crash,,,,comment,
580339547269144576,580340736815718400,germanwings-crash,,,,comment,
580339547269144576,580342218373890048,germanwings-crash,,,,comment,
580339547269144576,580345218152734720,germanwings-crash,,,,comment,
580339547269144576,580348622421811200,germanwings-crash,,,,comment,
580339547269144576,580349082406895616,germanwings-crash,,,,comment,
580339547269144576,580351502671171584,germanwings-crash,,,,comment,
525003468659228672,525007273832497154,ottawashooting,,,,comment,
525003468659228672,525008177683636224,ottawashooting,,,,comment,
525003468659228672,525009203187171329,ottawashooting,,,,comment,
524975705206304769,524975860185825281,ottawashooting,,,,comment,
524975705206304769,524976240051367937,ottawashooting,,,,comment,
524975705206304769,524976279150657536,ottawashooting,,,,comment,
524975705206304769,524976291905552385,ottawashooting,,,,comment,
524975705206304769,524976422377775104,ottawashooting,,,,comment,
524975705206304769,524976661058826240,ottawashooting,,,,comment,
524975705206304769,524976688275673088,ottawashooting,,,,comment,
524975705206304769,524977527362953218,ottawashooting,,,,comment,
524942470472548352,524943410520924161,ottawashooting,,,,comment,
